,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
2676,610362933,Adelia Elodia,Castañeda Valera,adelia.castañeda@hotmail.com,F,0975653928,1996-11-28,26,Activo,Sin gratuidad,Union Libre,71236f80-74f4-11ed-8667-0242ac1c000c
2677,1229872134,Gabriel Julio César,Pallarès Linares,gabriel.pallarès@hotmail.com,M,0930470422,1991-08-13,31,Activo,Sin gratuidad,Viudo/a,71237002-74f4-11ed-8667-0242ac1c000c
2678,2085257319,Rafaela Isabela,Meléndez Meléndez,rafaela.meléndez@hotmail.com,F,0971924323,1987-04-09,35,Inactivo,Sin gratuidad,Viudo/a,71237098-74f4-11ed-8667-0242ac1c000c
2679,2231521523,Plinio Lucho,Pombo Feliu,plinio.pombo@hotmail.com,M,0981677670,1985-12-13,36,Activo,Perdida gratuidad temporal,Viudo/a,71237124-74f4-11ed-8667-0242ac1c000c
2680,1156357883,Angelina Anastasia,Parra Bermejo,angelina.parra@hotmail.com,F,0968139720,1989-08-27,33,Activo,Perdida gratuidad temporal,Divorciado,712371a6-74f4-11ed-8667-0242ac1c000c
2681,2195953507,Chus Daniela,Llabrés Cueto,chus.llabrés@hotmail.com,F,0917057415,1996-11-09,26,Activo,Sin gratuidad,Viudo/a,71237228-74f4-11ed-8667-0242ac1c000c
2682,2326774540,Fermín Candelario,Lago Sanabria,fermín.lago@hotmail.com,M,0937898944,1994-02-20,28,Inactivo,Perdida gratuidad temporal,Divorciado,712372d2-74f4-11ed-8667-0242ac1c000c
2683,1704767512,Amílcar Leopoldo,Dávila Diaz,amílcar.dávila@hotmail.com,M,0931421762,1996-04-30,26,Activo,Gratuidad,Union Libre,712373cc-74f4-11ed-8667-0242ac1c000c
2684,458661884,Amanda Nieves,Ponce Falcó,amanda.ponce@hotmail.com,F,0955704789,1995-08-19,27,Inactivo,Perdida gratuidad temporal,Casado/a,7123744e-74f4-11ed-8667-0242ac1c000c
2685,321810640,Julieta Lidia,Camps Fuentes,julieta.camps@hotmail.com,F,0977236502,1983-02-02,39,Inactivo,Gratuidad,Union Libre,712374c6-74f4-11ed-8667-0242ac1c000c
2686,1689787501,Bárbara Coral,Ballesteros Cadenas,bárbara.ballesteros@hotmail.com,F,0953995866,1988-04-24,34,Inactivo,Sin gratuidad,Viudo/a,7123753e-74f4-11ed-8667-0242ac1c000c
2687,768106048,Pánfilo Buenaventura,Espejo Vázquez,pánfilo.espejo@hotmail.com,M,0984737113,2000-01-22,22,Inactivo,Sin gratuidad,Divorciado,712375c0-74f4-11ed-8667-0242ac1c000c
2688,2455146428,Calisto Bartolomé,Arias Ros,calisto.arias@hotmail.com,M,0927090352,1998-12-21,23,Inactivo,Perdida gratuidad temporal,Viudo/a,71237638-74f4-11ed-8667-0242ac1c000c
2689,1724075032,Timoteo Eleuterio,Ruiz Fuertes,timoteo.ruiz@hotmail.com,M,0905667516,1997-02-20,25,Inactivo,Gratuidad,Casado/a,712376b0-74f4-11ed-8667-0242ac1c000c
2690,1221911112,Rafa Bernardo,Cal Saura,rafa.cal@hotmail.com,M,0911016426,2003-08-01,19,Inactivo,Sin gratuidad,Viudo/a,7123771e-74f4-11ed-8667-0242ac1c000c
2691,1149839657,Martina Delfina,Sarabia Morante,martina.sarabia@hotmail.com,F,0901090321,2006-09-12,16,Inactivo,Gratuidad,Union Libre,712377a0-74f4-11ed-8667-0242ac1c000c
2692,1086357220,Isidoro Alberto,Rubio Somoza,isidoro.rubio@hotmail.com,M,0996279422,2006-01-17,16,Activo,Sin gratuidad,Viudo/a,7123780e-74f4-11ed-8667-0242ac1c000c
2693,792731181,Isaura María Ángeles,Jara Larrañaga,isaura.jara@hotmail.com,F,0927855474,1989-03-28,33,Inactivo,Gratuidad,Casado/a,7123787c-74f4-11ed-8667-0242ac1c000c
2694,860829256,Hilario Andrés Felipe,Correa Conesa,hilario.correa@hotmail.com,M,0914943440,1995-10-02,27,Activo,Sin gratuidad,Soltero/a,712378fe-74f4-11ed-8667-0242ac1c000c
2695,1652897257,Flora Encarna,Salas Pi,flora.salas@hotmail.com,F,0938245331,1987-05-29,35,Activo,Perdida gratuidad temporal,Soltero/a,7123796c-74f4-11ed-8667-0242ac1c000c
2696,1322062797,Regina Corona,Alfonso Pinedo,regina.alfonso@hotmail.com,F,0994457573,2005-04-15,17,Inactivo,Sin gratuidad,Divorciado,712379e4-74f4-11ed-8667-0242ac1c000c
2697,1510680215,Gerardo Hernando,Madrigal Alsina,gerardo.madrigal@hotmail.com,M,0921733456,1987-10-21,35,Activo,Sin gratuidad,Divorciado,71237a52-74f4-11ed-8667-0242ac1c000c
2698,2271279650,Néstor Leandro,Rosselló Arévalo,néstor.rosselló@hotmail.com,M,0929387470,1991-06-15,31,Activo,Perdida gratuidad temporal,Union Libre,71237ade-74f4-11ed-8667-0242ac1c000c
2699,2102147319,Seve Guillermo,Noriega Jaén,seve.noriega@hotmail.com,M,0969780263,2003-07-28,19,Activo,Gratuidad,Divorciado,71237b60-74f4-11ed-8667-0242ac1c000c
2700,2012121734,Lucio Virgilio,Frutos Vilaplana,lucio.frutos@hotmail.com,M,0979503499,2005-06-10,17,Inactivo,Perdida gratuidad temporal,Divorciado,71237bec-74f4-11ed-8667-0242ac1c000c
2701,974677183,Seve Yago,Iñiguez Sáenz,seve.iñiguez@hotmail.com,M,0929467973,1992-03-29,30,Activo,Gratuidad,Casado/a,71237c78-74f4-11ed-8667-0242ac1c000c
2702,337317553,Violeta María Pilar,Leal Villanueva,violeta.leal@hotmail.com,F,0904917755,2006-06-22,16,Inactivo,Perdida gratuidad temporal,Viudo/a,71237d0e-74f4-11ed-8667-0242ac1c000c
2703,660597394,Cristian Florencio,Losada Pellicer,cristian.losada@hotmail.com,M,0990386215,1985-03-04,37,Activo,Sin gratuidad,Casado/a,71237d9a-74f4-11ed-8667-0242ac1c000c
2704,1314111759,Alonso Wilfredo,Oliva Peralta,alonso.oliva@hotmail.com,M,0966735178,1999-04-07,23,Inactivo,Sin gratuidad,Union Libre,71237e30-74f4-11ed-8667-0242ac1c000c
2705,2041317185,Xiomara Primitiva,Jiménez Blazquez,xiomara.jiménez@hotmail.com,F,0984180081,2006-09-05,16,Inactivo,Gratuidad,Divorciado,71237ec6-74f4-11ed-8667-0242ac1c000c
2706,2096526886,Manolo Florentino,Campillo Lobo,manolo.campillo@hotmail.com,M,0997989680,1994-07-10,28,Inactivo,Gratuidad,Casado/a,71237f52-74f4-11ed-8667-0242ac1c000c
2707,181750492,Elisa Dora,Azcona Nogués,elisa.azcona@hotmail.com,F,0964750136,1982-02-25,40,Activo,Perdida gratuidad temporal,Soltero/a,71237fe8-74f4-11ed-8667-0242ac1c000c
2708,2055762115,Amparo Isaura,Cantón Verdú,amparo.cantón@hotmail.com,F,0953833858,1997-04-04,25,Activo,Perdida gratuidad temporal,Viudo/a,71238074-74f4-11ed-8667-0242ac1c000c
2709,1367535603,Ricardo Celso,Bernat Sotelo,ricardo.bernat@hotmail.com,M,0919809156,1993-07-27,29,Activo,Gratuidad,Divorciado,71238100-74f4-11ed-8667-0242ac1c000c
2710,1643112663,Aitana Ana Sofía,Cerdán Cuesta,aitana.cerdán@hotmail.com,F,0992856925,2003-10-17,19,Activo,Gratuidad,Divorciado,71238182-74f4-11ed-8667-0242ac1c000c
2711,2368282756,Ezequiel Adrián,Palau Aroca,ezequiel.palau@hotmail.com,M,0916151863,2000-11-18,22,Activo,Gratuidad,Viudo/a,7123820e-74f4-11ed-8667-0242ac1c000c
2712,881820656,David Saturnino,Gisbert Torrens,david.gisbert@hotmail.com,M,0963470567,1989-04-13,33,Inactivo,Sin gratuidad,Soltero/a,712382a4-74f4-11ed-8667-0242ac1c000c
2713,1149380371,Rolando Guadalupe,Huerta Noguera,rolando.huerta@hotmail.com,M,0933202075,2004-02-13,18,Activo,Sin gratuidad,Viudo/a,71238326-74f4-11ed-8667-0242ac1c000c
2714,1395447392,Trini Caridad,Iborra Izaguirre,trini.iborra@hotmail.com,F,0926471810,1990-05-29,32,Inactivo,Perdida gratuidad temporal,Union Libre,712383b2-74f4-11ed-8667-0242ac1c000c
2715,352179979,Joaquina Silvia,Saavedra Rojas,joaquina.saavedra@hotmail.com,F,0971838340,1980-10-25,42,Activo,Perdida gratuidad temporal,Soltero/a,7123843e-74f4-11ed-8667-0242ac1c000c
2716,1612380600,Sosimo Marino,Villena Jaén,sosimo.villena@hotmail.com,M,0921418724,1984-06-20,38,Inactivo,Sin gratuidad,Soltero/a,712384ca-74f4-11ed-8667-0242ac1c000c
2717,2155300601,Pilar Dora,Palmer Sainz,pilar.palmer@hotmail.com,F,0967292506,2004-06-17,18,Activo,Perdida gratuidad temporal,Divorciado,71238574-74f4-11ed-8667-0242ac1c000c
2718,2349018748,Socorro Gloria,Bernad Parra,socorro.bernad@hotmail.com,F,0968652169,1995-04-20,27,Activo,Sin gratuidad,Union Libre,7123860a-74f4-11ed-8667-0242ac1c000c
2719,782840469,Juana Josefina,Sabater Pazos,juana.sabater@hotmail.com,F,0908368305,1990-10-24,32,Inactivo,Sin gratuidad,Union Libre,71238696-74f4-11ed-8667-0242ac1c000c
2720,441302655,Francisco Jose Edgardo,Laguna Peláez,francisco jose.laguna@hotmail.com,M,0960989303,2002-03-21,20,Activo,Gratuidad,Casado/a,71238844-74f4-11ed-8667-0242ac1c000c
2721,2061893132,Agustina Cruz,Rueda Infante,agustina.rueda@hotmail.com,F,0901151586,1981-11-09,41,Inactivo,Perdida gratuidad temporal,Union Libre,712388e4-74f4-11ed-8667-0242ac1c000c
2722,2295711875,Felisa Nadia,Tejero Marin,felisa.tejero@hotmail.com,F,0908053972,2001-04-01,21,Activo,Gratuidad,Viudo/a,7123897a-74f4-11ed-8667-0242ac1c000c
2723,1366640387,Ruperta Jennifer,Carballo Benet,ruperta.carballo@hotmail.com,F,0965270984,1986-01-01,36,Activo,Gratuidad,Viudo/a,71238a06-74f4-11ed-8667-0242ac1c000c
2724,1622676888,Felix Esteban,Sedano Chico,felix.sedano@hotmail.com,M,0999159005,1994-08-04,28,Inactivo,Gratuidad,Union Libre,71238a9c-74f4-11ed-8667-0242ac1c000c
2725,1788739321,Gisela Felicia,Portero Hernando,gisela.portero@hotmail.com,F,0990886919,1999-12-09,22,Inactivo,Sin gratuidad,Union Libre,71238b28-74f4-11ed-8667-0242ac1c000c
2726,285539364,Jesús Elías,Durán Catalá,jesús.durán@hotmail.com,M,0913312050,1989-07-03,33,Inactivo,Perdida gratuidad temporal,Casado/a,71238baa-74f4-11ed-8667-0242ac1c000c
2727,1258695238,Eliana Amor,Estevez Corominas,eliana.estevez@hotmail.com,F,0961030129,1998-12-05,24,Activo,Perdida gratuidad temporal,Casado/a,71238c36-74f4-11ed-8667-0242ac1c000c
2728,1042957344,María Dolores Isabel,Llobet Llobet,maría dolores.llobet@hotmail.com,F,0945168134,2003-01-12,19,Activo,Perdida gratuidad temporal,Union Libre,71238cc2-74f4-11ed-8667-0242ac1c000c
2729,1492484903,Aurelio Virgilio,Hernández Morante,aurelio.hernández@hotmail.com,M,0994434963,1985-06-17,37,Activo,Gratuidad,Viudo/a,71238d58-74f4-11ed-8667-0242ac1c000c
2730,818388765,Eli Jenny,Barrios Mata,eli.barrios@hotmail.com,F,0927437437,1981-11-21,41,Activo,Gratuidad,Union Libre,71238de4-74f4-11ed-8667-0242ac1c000c
2731,2357272666,Jose Antonio Leopoldo,Becerra Acevedo,jose antonio.becerra@hotmail.com,M,0990916930,1989-02-15,33,Activo,Sin gratuidad,Soltero/a,71238e98-74f4-11ed-8667-0242ac1c000c
2732,910422164,Alonso Gabriel,Marin Cuesta,alonso.marin@hotmail.com,M,0998075193,1980-11-10,42,Activo,Sin gratuidad,Viudo/a,71238f2e-74f4-11ed-8667-0242ac1c000c
2733,769483364,Constanza Marcela,Alemany Cuesta,constanza.alemany@hotmail.com,F,0906737180,1985-05-10,37,Activo,Sin gratuidad,Casado/a,71238fba-74f4-11ed-8667-0242ac1c000c
2734,1687674881,Adrián Virgilio,Roda Prado,adrián.roda@hotmail.com,M,0960729223,1986-04-30,36,Inactivo,Sin gratuidad,Casado/a,71239046-74f4-11ed-8667-0242ac1c000c
2735,953226246,Nidia Carmela,Montalbán Mata,nidia.montalbán@hotmail.com,F,0988480409,1997-10-11,25,Inactivo,Sin gratuidad,Viudo/a,712390d2-74f4-11ed-8667-0242ac1c000c
2736,1788757342,Salud Hortensia,Zorrilla Redondo,salud.zorrilla@hotmail.com,F,0928306051,1981-05-19,41,Inactivo,Gratuidad,Casado/a,7123915e-74f4-11ed-8667-0242ac1c000c
2737,415933231,Fortunato Adalberto,Camps Guillén,fortunato.camps@hotmail.com,M,0908705733,2006-12-14,15,Inactivo,Sin gratuidad,Casado/a,712391e0-74f4-11ed-8667-0242ac1c000c
2738,1236188718,Ximena África,Ocaña Fortuny,ximena.ocaña@hotmail.com,F,0930967212,1996-03-21,26,Inactivo,Gratuidad,Union Libre,71239276-74f4-11ed-8667-0242ac1c000c
2739,456961415,María Fernanda María Belén,Cervera Acosta,maría fernanda.cervera@hotmail.com,F,0969868149,1989-06-15,33,Inactivo,Gratuidad,Divorciado,71239302-74f4-11ed-8667-0242ac1c000c
2740,1117369894,Maxi Cruz,Mendez Quevedo,maxi.mendez@hotmail.com,F,0948970200,2001-10-29,21,Activo,Gratuidad,Viudo/a,7123938e-74f4-11ed-8667-0242ac1c000c
2741,1819825539,Teófilo Reinaldo,Atienza Núñez,teófilo.atienza@hotmail.com,M,0993525529,1997-07-16,25,Inactivo,Gratuidad,Casado/a,71239410-74f4-11ed-8667-0242ac1c000c
2742,2397625556,Ruben Danilo,Rios Tomas,ruben.rios@hotmail.com,M,0943292939,1989-04-03,33,Activo,Gratuidad,Soltero/a,71239492-74f4-11ed-8667-0242ac1c000c
2743,441084627,Abel Fernando,Salamanca Cortes,abel.salamanca@hotmail.com,M,0936235696,2005-08-04,17,Inactivo,Sin gratuidad,Divorciado,71239528-74f4-11ed-8667-0242ac1c000c
2744,445916442,Quirino Segismundo,Cuesta Nieto,quirino.cuesta@hotmail.com,M,0901019542,1984-12-15,37,Activo,Gratuidad,Union Libre,712395aa-74f4-11ed-8667-0242ac1c000c
2745,1554288086,Juan Carlos Eugenio,Zamorano Arellano,juan carlos.zamorano@hotmail.com,M,0987332795,1992-11-17,30,Activo,Sin gratuidad,Soltero/a,71239636-74f4-11ed-8667-0242ac1c000c
2746,1135043842,Débora María Fernanda,Montenegro Medina,débora.montenegro@hotmail.com,F,0912563132,1993-04-29,29,Inactivo,Sin gratuidad,Casado/a,712396c2-74f4-11ed-8667-0242ac1c000c
2747,1207578864,Vasco Santiago,Padilla Mendoza,vasco.padilla@hotmail.com,M,0936812297,1998-02-10,24,Inactivo,Gratuidad,Viudo/a,7123974e-74f4-11ed-8667-0242ac1c000c
2748,2146687141,Brunilda Carmela,Camps Carbonell,brunilda.camps@hotmail.com,F,0931161198,1990-07-15,32,Inactivo,Sin gratuidad,Casado/a,712397f8-74f4-11ed-8667-0242ac1c000c
2749,1778116218,Benjamín Eugenio,Otero Beltran,benjamín.otero@hotmail.com,M,0924089542,1996-07-05,26,Inactivo,Sin gratuidad,Divorciado,7123988e-74f4-11ed-8667-0242ac1c000c
2750,565644702,Prudencio Galo,Zamorano Acero,prudencio.zamorano@hotmail.com,M,0962289695,1997-02-09,25,Activo,Gratuidad,Divorciado,7123991a-74f4-11ed-8667-0242ac1c000c
2751,881172431,Esther Zoraida,Huguet Ávila,esther.huguet@hotmail.com,F,0912377033,1988-07-01,34,Inactivo,Gratuidad,Divorciado,7123999c-74f4-11ed-8667-0242ac1c000c
2752,1839486853,Quirino Fabricio,Camps Echeverría,quirino.camps@hotmail.com,M,0937473214,2005-02-04,17,Inactivo,Perdida gratuidad temporal,Casado/a,71239a6e-74f4-11ed-8667-0242ac1c000c
2753,1244988019,Macaria Maricela,Expósito Palomares,macaria.expósito@hotmail.com,F,0960306341,2003-01-30,19,Activo,Gratuidad,Casado/a,71239b0e-74f4-11ed-8667-0242ac1c000c
2754,2038412546,Custodio Joaquín,Arteaga Borja,custodio.arteaga@hotmail.com,M,0966948636,1995-10-29,27,Inactivo,Gratuidad,Casado/a,71239b9a-74f4-11ed-8667-0242ac1c000c
2755,1324529673,Jose Manuel Graciano,Alcaraz Linares,jose manuel.alcaraz@hotmail.com,M,0903472351,1988-09-04,34,Inactivo,Sin gratuidad,Divorciado,71239c26-74f4-11ed-8667-0242ac1c000c
2756,2086198809,Aureliano Desiderio,Elorza Valbuena,aureliano.elorza@hotmail.com,M,0969092751,1997-07-02,25,Inactivo,Sin gratuidad,Divorciado,71239cb2-74f4-11ed-8667-0242ac1c000c
2757,1640928366,Wilfredo Asdrubal,Marqués Bartolomé,wilfredo.marqués@hotmail.com,M,0925028075,1993-11-01,29,Activo,Gratuidad,Union Libre,71239d3e-74f4-11ed-8667-0242ac1c000c
2758,992324800,Omar Martin,Valbuena Ángel,omar.valbuena@hotmail.com,M,0968536997,1984-04-30,38,Inactivo,Gratuidad,Divorciado,71239dd4-74f4-11ed-8667-0242ac1c000c
2759,421667130,Benigna Anita,Roman Lloret,benigna.roman@hotmail.com,F,0930252709,2006-10-24,16,Activo,Gratuidad,Viudo/a,71239e60-74f4-11ed-8667-0242ac1c000c
2760,2093730928,Socorro Pascuala,Bello Barragán,socorro.bello@hotmail.com,F,0926373533,1984-02-05,38,Inactivo,Sin gratuidad,Union Libre,71239eec-74f4-11ed-8667-0242ac1c000c
2761,2004820668,Elena Sofía,Osuna Agustín,elena.osuna@hotmail.com,F,0969667284,2005-09-29,17,Inactivo,Perdida gratuidad temporal,Soltero/a,71239f78-74f4-11ed-8667-0242ac1c000c
2762,613751021,María Rebeca,Sanjuan Larrañaga,maría.sanjuan@hotmail.com,F,0933429150,1983-09-26,39,Inactivo,Sin gratuidad,Viudo/a,7123a004-74f4-11ed-8667-0242ac1c000c
2763,464281104,Yago Victor Manuel,Ledesma Domínguez,yago.ledesma@hotmail.com,M,0991884393,1991-04-26,31,Inactivo,Gratuidad,Viudo/a,7123a090-74f4-11ed-8667-0242ac1c000c
2764,1773806498,Manu Gema,Font Pera,manu.font@hotmail.com,F,0911834415,1990-05-19,32,Activo,Gratuidad,Viudo/a,7123a112-74f4-11ed-8667-0242ac1c000c
2765,725637511,Natalio Juan José,Boada Marquez,natalio.boada@hotmail.com,M,0989722032,1994-05-24,28,Inactivo,Perdida gratuidad temporal,Union Libre,7123a1bc-74f4-11ed-8667-0242ac1c000c
2766,506542553,Eligio Eustaquio,Agullo Piñol,eligio.agullo@hotmail.com,M,0998624523,2006-06-25,16,Activo,Perdida gratuidad temporal,Union Libre,7123a270-74f4-11ed-8667-0242ac1c000c
2767,818286291,Florinda Dulce,Fuente Peláez,florinda.fuente@hotmail.com,F,0933576748,1995-07-15,27,Activo,Perdida gratuidad temporal,Soltero/a,7123a2fc-74f4-11ed-8667-0242ac1c000c
2768,1732367660,Juan Pablo Ricardo,Pablo Santana,juan pablo.pablo@hotmail.com,M,0907306553,1986-03-08,36,Inactivo,Sin gratuidad,Viudo/a,7123a388-74f4-11ed-8667-0242ac1c000c
2769,917958496,Eutimio Julio,Almazán Giménez,eutimio.almazán@hotmail.com,M,0904737911,1990-11-14,32,Activo,Sin gratuidad,Casado/a,7123a414-74f4-11ed-8667-0242ac1c000c
2770,666717676,Ciro Chucho,Nogueira Cuadrado,ciro.nogueira@hotmail.com,M,0983647615,1983-11-15,39,Activo,Perdida gratuidad temporal,Casado/a,7123a4aa-74f4-11ed-8667-0242ac1c000c
2771,1932347792,Rosenda Juliana,Iniesta Jáuregui,rosenda.iniesta@hotmail.com,F,0930438934,1986-11-29,36,Activo,Sin gratuidad,Casado/a,7123a522-74f4-11ed-8667-0242ac1c000c
2772,1682268422,Nuria Jessica,Roma Gomis,nuria.roma@hotmail.com,F,0977869768,1985-12-19,36,Activo,Sin gratuidad,Viudo/a,7123a5ae-74f4-11ed-8667-0242ac1c000c
2773,1735320435,Glauco Herminio,Acero Ochoa,glauco.acero@hotmail.com,M,0943392331,1999-09-23,23,Activo,Gratuidad,Union Libre,7123a63a-74f4-11ed-8667-0242ac1c000c
2774,326747156,Yaiza Visitación,Rodrigo Orozco,yaiza.rodrigo@hotmail.com,F,0938446197,1983-08-10,39,Inactivo,Perdida gratuidad temporal,Casado/a,7123a6c6-74f4-11ed-8667-0242ac1c000c
2775,2353254595,Iván Hugo,Ferrández Almansa,iván.ferrández@hotmail.com,M,0970831538,1996-07-24,26,Inactivo,Gratuidad,Viudo/a,7123a748-74f4-11ed-8667-0242ac1c000c
2776,117027557,Marita Roberta,Barrio Molina,marita.barrio@hotmail.com,F,0996962651,1988-12-14,33,Inactivo,Perdida gratuidad temporal,Union Libre,7123a7ca-74f4-11ed-8667-0242ac1c000c
2777,2312324868,Galo Reyes,Ramis Duran,galo.ramis@hotmail.com,M,0950672432,1993-06-14,29,Inactivo,Gratuidad,Casado/a,7123a856-74f4-11ed-8667-0242ac1c000c
2778,719400411,Francisco Jose Teófilo,Sancho Pons,francisco jose.sancho@hotmail.com,M,0955904721,1998-07-21,24,Activo,Sin gratuidad,Union Libre,7123a8e2-74f4-11ed-8667-0242ac1c000c
2779,254465662,Fabián Emilio,Arévalo Leal,fabián.arévalo@hotmail.com,M,0998758216,1984-11-15,38,Activo,Gratuidad,Union Libre,7123a964-74f4-11ed-8667-0242ac1c000c
2780,1685028735,Teófilo Ismael,Frías Pozuelo,teófilo.frías@hotmail.com,M,0948192967,1990-02-26,32,Inactivo,Perdida gratuidad temporal,Viudo/a,7123aa04-74f4-11ed-8667-0242ac1c000c
2781,2069770634,Nico Cecilio,Lobato Roldan,nico.lobato@hotmail.com,M,0963545753,1992-01-12,30,Activo,Sin gratuidad,Casado/a,7123aa90-74f4-11ed-8667-0242ac1c000c
2782,1326850213,Florentino Hector,Pol Núñez,florentino.pol@hotmail.com,M,0920056031,1998-10-27,24,Inactivo,Perdida gratuidad temporal,Casado/a,7123ab44-74f4-11ed-8667-0242ac1c000c
2783,569163449,Candelario Samu,Pedrero Rosales,candelario.pedrero@hotmail.com,M,0918052879,1987-12-07,34,Inactivo,Perdida gratuidad temporal,Casado/a,7123abda-74f4-11ed-8667-0242ac1c000c
2784,2335508848,Adán Marc,Lobato Acosta,adán.lobato@hotmail.com,M,0980783082,1993-06-05,29,Inactivo,Perdida gratuidad temporal,Viudo/a,7123ac66-74f4-11ed-8667-0242ac1c000c
2785,475900474,Espiridión Roldán,Aguado Somoza,espiridión.aguado@hotmail.com,M,0907335499,1980-12-04,42,Inactivo,Perdida gratuidad temporal,Casado/a,7123ace8-74f4-11ed-8667-0242ac1c000c
2786,1505092784,Severino Lope,Fuster Berenguer,severino.fuster@hotmail.com,M,0920949300,1981-11-30,41,Inactivo,Gratuidad,Union Libre,7123ad74-74f4-11ed-8667-0242ac1c000c
2787,1441760927,Azucena Carolina,Lerma Dávila,azucena.lerma@hotmail.com,F,0989692520,1991-01-19,31,Inactivo,Gratuidad,Casado/a,7123aeaa-74f4-11ed-8667-0242ac1c000c
2788,2232740076,Dalila Mar,Peral Castrillo,dalila.peral@hotmail.com,F,0934831571,2000-03-26,22,Inactivo,Sin gratuidad,Viudo/a,7123af36-74f4-11ed-8667-0242ac1c000c
2789,469018039,Hilda Fortunata,Pineda Martorell,hilda.pineda@hotmail.com,F,0978178272,1998-11-15,24,Activo,Gratuidad,Viudo/a,7123afc2-74f4-11ed-8667-0242ac1c000c
2790,1331848508,Charo Carlota,Alberola Múñiz,charo.alberola@hotmail.com,F,0906597618,1994-08-11,28,Activo,Perdida gratuidad temporal,Union Libre,7123b044-74f4-11ed-8667-0242ac1c000c
2791,243406577,Calixto María,Hervia Marqués,calixto.hervia@hotmail.com,M,0938856819,1994-09-16,28,Inactivo,Perdida gratuidad temporal,Divorciado,7123b0c6-74f4-11ed-8667-0242ac1c000c
2792,2220436814,Florinda Gracia,Aller Sarabia,florinda.aller@hotmail.com,F,0902995537,1991-05-03,31,Activo,Sin gratuidad,Divorciado,7123b15c-74f4-11ed-8667-0242ac1c000c
2793,1358742128,Elías Rogelio,Garcés Aguilera,elías.garcés@hotmail.com,M,0907764028,1982-12-27,39,Inactivo,Perdida gratuidad temporal,Union Libre,7123b1f2-74f4-11ed-8667-0242ac1c000c
2794,1466744845,Gloria Dafne,Benavides Palma,gloria.benavides@hotmail.com,F,0991004536,1991-03-17,31,Inactivo,Gratuidad,Soltero/a,7123b274-74f4-11ed-8667-0242ac1c000c
2795,1351508797,Sergio Óscar,Monreal Verdejo,sergio.monreal@hotmail.com,M,0915396991,1999-11-16,23,Activo,Gratuidad,Divorciado,7123b2f6-74f4-11ed-8667-0242ac1c000c
2796,1258600569,Aureliano Raúl,Carbó Suarez,aureliano.carbó@hotmail.com,M,0917990484,1992-10-26,30,Inactivo,Gratuidad,Viudo/a,7123b382-74f4-11ed-8667-0242ac1c000c
2797,1230933270,Jose Angel Iván,Viña Estevez,jose angel.viña@hotmail.com,M,0978432522,1990-08-18,32,Activo,Gratuidad,Union Libre,7123b40e-74f4-11ed-8667-0242ac1c000c
2798,842553150,Chus Sofía,Guerrero Linares,chus.guerrero@hotmail.com,F,0900571405,1999-04-28,23,Inactivo,Gratuidad,Soltero/a,7123b49a-74f4-11ed-8667-0242ac1c000c
2799,1670597658,Débora Zoraida,Raya Puerta,débora.raya@hotmail.com,F,0995880681,1991-01-09,31,Inactivo,Gratuidad,Casado/a,7123b54e-74f4-11ed-8667-0242ac1c000c
2800,2163486106,Hortensia Elisa,Vera Martinez,hortensia.vera@hotmail.com,F,0934497350,1998-01-22,24,Inactivo,Perdida gratuidad temporal,Soltero/a,7123b5da-74f4-11ed-8667-0242ac1c000c
2801,100277996,Román Moreno,Ferrera Fonseca,román.ferrera@hotmail.com,M,0968238459,1982-05-29,40,Inactivo,Sin gratuidad,Casado/a,7123b666-74f4-11ed-8667-0242ac1c000c
2802,1109788370,Agustín José María,Ropero Miguel,agustín.ropero@hotmail.com,M,0933713288,1991-11-07,31,Activo,Perdida gratuidad temporal,Divorciado,7123b6e8-74f4-11ed-8667-0242ac1c000c
2803,187367804,Cipriano Ambrosio,Salom Taboada,cipriano.salom@hotmail.com,M,0910824381,1984-03-30,38,Activo,Sin gratuidad,Union Libre,7123b774-74f4-11ed-8667-0242ac1c000c
2804,1178566192,Cándido Prudencio,Aguiló Granados,cándido.aguiló@hotmail.com,M,0953156782,1998-07-15,24,Activo,Gratuidad,Viudo/a,7123b7ec-74f4-11ed-8667-0242ac1c000c
2805,1854910637,Francisca Rosalinda,Anguita Franco,francisca.anguita@hotmail.com,F,0936605630,1986-12-17,35,Activo,Perdida gratuidad temporal,Casado/a,7123b878-74f4-11ed-8667-0242ac1c000c
2806,1178182746,Débora Anita,Revilla Duran,débora.revilla@hotmail.com,F,0928126319,2001-06-05,21,Activo,Perdida gratuidad temporal,Casado/a,7123b904-74f4-11ed-8667-0242ac1c000c
2807,1110120988,Eugenio Sabas,Boada Soriano,eugenio.boada@hotmail.com,M,0950980583,1991-01-24,31,Inactivo,Perdida gratuidad temporal,Divorciado,7123b986-74f4-11ed-8667-0242ac1c000c
2808,826237985,Jessica Visitación,Galán Fabregat,jessica.galán@hotmail.com,F,0987926322,2003-04-22,19,Inactivo,Gratuidad,Casado/a,7123ba08-74f4-11ed-8667-0242ac1c000c
2809,637240886,Clímaco Sancho,Palomares Méndez,clímaco.palomares@hotmail.com,M,0916462592,1980-08-02,42,Activo,Gratuidad,Union Libre,7123ba8a-74f4-11ed-8667-0242ac1c000c
